Date,Open,High,Low,Close,Volume
2007-07-30,75.8499984741211,76.52999877929688,75.44000244140625,75.73999786376953,2575
2007-07-31,75.69999694824219,77.16999816894531,75.66999816894531,77.05000305175781,3513
2007-08-01,77.0,77.05999755859375,74.86000061035156,75.3499984741211,3930
2007-08-02,75.22000122070312,76.20999908447266,74.2699966430664,75.76000213623047,6180
2007-08-03,75.38999938964844,76.0,74.52999877929688,74.75,4387
2007-08-06,74.54000091552734,74.5999984741211,70.87000274658203,71.16999816894531,7201
2007-08-07,70.80000305175781,72.01000213623047,70.55999755859375,71.80000305175781,6775
2007-08-08,71.44000244140625,72.02999877929688,70.66000366210938,70.98999786376953,5768
2007-08-09,70.91000366210938,71.08000183105469,69.2699966430664,70.20999908447266,6232
2007-08-10,69.91000366210938,70.44999694824219,68.97000122070312,70.38999938964844,3947
2007-08-13,70.95999908447266,71.83000183105469,69.9000015258789,70.2300033569336,4088
2007-08-14,70.30999755859375,70.80000305175781,69.61000061035156,70.51000213623047,3966
2007-08-15,70.83999633789062,72.19999694824219,70.83000183105469,71.63999938964844,3664
2007-08-16,70.62000274658203,70.62000274658203,69.05000305175781,69.7699966430664,4762
2007-08-17,70.33000183105469,71.06999969482422,70.04000091552734,70.44000244140625,3279
2007-08-20,69.68000030517578,70.31999969482422,68.94000244140625,69.8499984741211,3852
2007-08-21,69.76000213623047,70.51000213623047,68.18000030517578,68.69000244140625,5588
2007-08-22,68.97000122070312,69.36000061035156,68.19000244140625,68.69999694824219,4232
2007-08-23,69.1500015258789,69.97000122070312,69.11000061035156,69.86000061035156,4087
2007-08-24,69.55000305175781,70.80999755859375,69.5199966430664,70.62000274658203,2786
2007-08-27,70.44000244140625,71.11000061035156,69.48999786376953,70.94999694824219,3128
2007-08-28,71.05000305175781,71.05000305175781,70.19999694824219,70.55000305175781,3421
2007-08-29,70.80000305175781,72.26000213623047,70.7699966430664,72.12999725341797,4245
2007-08-30,72.0999984741211,72.45999908447266,71.37999725341797,71.9000015258789,3257
