Date, Open, High, Low, Close
03/04/22, 7238.85, 7238.85, 6980.86, 6987.14
03/03/22, 7429.56, 7468.83, 7231.51, 7238.85
03/02/22, 7330.20, 7462.22, 7320.77, 7429.56
03/01/22, 7458.25, 7499.33, 7327.79, 7330.20
02/28/22, 7489.46, 7489.46, 7361.59, 7458.25
02/25/22, 7207.38, 7497.94, 7207.38, 7489.46
02/24/22, 7498.18, 7498.18, 7204.74, 7207.38
02/23/22, 7494.21, 7549.98, 7490.54, 7498.18
02/22/22, 7484.33, 7531.32, 7365.04, 7494.21
02/21/22, 7513.62, 7571.07, 7446.43, 7484.33
02/18/22, 7537.37, 7570.56, 7508.73, 7513.62
02/17/22, 7603.78, 7607.24, 7499.86, 7537.37
02/16/22, 7608.92, 7630.72, 7560.94, 7603.78
02/15/22, 7531.59, 7608.92, 7513.16, 7608.92
02/14/22, 7661.02, 7661.02, 7483.36, 7531.59
02/11/22, 7672.40, 7672.40, 7596.11, 7661.02
02/10/22, 7643.42, 7687.27, 7622.74, 7672.40
02/09/22, 7567.07, 7657.93, 7567.07, 7643.42
02/08/22, 7573.47, 7631.31, 7548.19, 7567.07
02/07/22, 7516.40, 7591.65, 7508.48, 7573.47
02/04/22, 7528.84, 7599.73, 7497.21, 7516.40
02/03/22, 7583.00, 7605.75, 7528.69, 7528.84
02/02/22, 7535.78, 7605.64, 7535.78, 7583.00
02/01/22, 7464.37, 7549.29, 7463.01, 7535.78
01/31/22, 7466.07, 7523.95, 7450.89, 7464.37
01/28/22, 7554.31, 7554.31, 7420.20, 7466.07
01/27/22, 7469.78, 7596.70, 7388.80, 7554.31
01/26/22, 7371.46, 7525.58, 7371.46, 7469.78
01/25/22, 7297.15, 7382.60, 7297.15, 7371.46
01/24/22, 7494.13, 7494.13, 7283.38, 7297.15
01/21/22, 7585.01, 7585.01, 7450.49, 7494.13
01/20/22, 7589.66, 7619.01, 7549.87, 7585.01
01/19/22, 7563.55, 7614.93, 7525.15, 7589.66
01/18/22, 7611.23, 7613.05, 7531.96, 7563.55
01/17/22, 7542.95, 7616.06, 7542.95, 7611.23
01/14/22, 7563.85, 7568.16, 7523.02, 7542.95
01/13/22, 7551.72, 7566.46, 7530.12, 7563.85
01/12/22, 7491.37, 7564.20, 7491.37, 7551.72
01/11/22, 7445.25, 7497.12, 7445.25, 7491.37
01/10/22, 7485.28, 7496.12, 7422.94, 7445.25
01/07/22, 7450.37, 7485.28, 7431.86, 7485.28
01/06/22, 7516.87, 7516.87, 7419.95, 7450.37
01/05/22, 7505.15, 7529.97, 7484.28, 7516.87
01/04/22, 7384.54, 7520.79, 7384.54, 7505.15
12/31/21, 7403.01, 7403.01, 7357.10, 7384.54
12/30/21, 7420.69, 7433.39, 7403.01, 7403.01
12/29/21, 7372.10, 7457.14, 7372.10, 7420.69
12/28/21, 7372.10, 7372.10, 7372.10, 7372.10
12/27/21, 7372.10, 7372.10, 7372.10, 7372.10
12/24/21, 7373.34, 7403.65, 7368.83, 7372.10
12/23/21, 7341.66, 7385.42, 7331.05, 7373.34
12/22/21, 7297.41, 7341.66, 7273.45, 7341.66
12/21/21, 7198.03, 7297.41, 7198.03, 7297.41
12/20/21, 7269.92, 7269.92, 7101.04, 7198.03
12/17/21, 7260.61, 7286.50, 7236.17, 7269.92
12/16/21, 7170.75, 7273.34, 7170.75, 7260.61
12/15/21, 7218.64, 7224.85, 7166.83, 7170.75
12/14/21, 7231.44, 7284.47, 7218.64, 7218.64
12/13/21, 7291.78, 7309.23, 7226.63, 7231.44
12/10/21, 7321.26, 7331.58, 7284.82, 7291.78
12/09/21, 7337.05, 7366.10, 7302.96, 7321.26
12/08/21, 7339.90, 7378.92, 7333.56, 7337.05
12/07/21, 7232.28, 7344.69, 7232.28, 7339.90
12/06/21, 7122.32, 7246.25, 7122.32, 7232.28
12/03/21, 7129.21, 7196.05, 7105.29, 7122.32
12/02/21, 7168.68, 7168.68, 7083.21, 7129.21
12/01/21, 7059.45, 7182.01, 7059.35, 7168.68
11/30/21, 7109.95, 7109.95, 6989.66, 7059.45
11/29/21, 7044.03, 7161.91, 7044.03, 7109.95
11/26/21, 7310.37, 7310.37, 7042.12, 7044.03
11/25/21, 7286.32, 7311.94, 7286.32, 7310.37
11/24/21, 7266.69, 7307.89, 7245.98, 7286.32
11/23/21, 7255.46, 7293.07, 7204.37, 7266.69
11/22/21, 7223.57, 7272.63, 7207.81, 7255.46
11/19/21, 7255.96, 7289.51, 7198.76, 7223.57
11/18/21, 7291.20, 7291.26, 7241.99, 7255.96
11/17/21, 7326.97, 7326.97, 7289.98, 7291.20
11/16/21, 7351.86, 7368.25, 7324.13, 7326.97
11/15/21, 7347.91, 7363.48, 7324.11, 7351.86
11/12/21, 7384.18, 7402.68, 7340.49, 7347.91
11/11/21, 7340.15, 7394.41, 7329.68, 7384.18
11/10/21, 7274.04, 7340.15, 7270.11, 7340.15
11/09/21, 7300.40, 7314.13, 7268.79, 7274.04
11/08/21, 7303.96, 7316.54, 7293.50, 7300.40
11/05/21, 7279.91, 7331.25, 7270.03, 7303.96
11/04/21, 7248.89, 7292.96, 7247.59, 7279.91
11/03/21, 7274.81, 7277.64, 7235.32, 7248.89
11/02/21, 7288.62, 7288.62, 7240.02, 7274.81
11/01/21, 7237.57, 7303.39, 7237.57, 7288.62
10/29/21, 7249.47, 7249.47, 7192.05, 7237.57
10/28/21, 7253.27, 7257.85, 7219.71, 7249.47
10/27/21, 7277.62, 7280.45, 7247.25, 7253.27
10/26/21, 7222.82, 7281.17, 7222.82, 7277.62
10/25/21, 7204.55, 7247.53, 7204.55, 7222.82
10/22/21, 7190.30, 7235.19, 7190.30, 7204.55
10/21/21, 7223.10, 7227.06, 7181.70, 7190.30
10/20/21, 7217.53, 7229.26, 7199.29, 7223.10
10/19/21, 7203.83, 7223.29, 7189.50, 7217.53
10/18/21, 7234.03, 7234.03, 7180.20, 7203.83
10/15/21, 7207.71, 7243.85, 7206.26, 7234.03
10/14/21, 7141.82, 7216.15, 7141.82, 7207.71
10/13/21, 7130.23, 7152.87, 7087.93, 7141.82
10/12/21, 7146.85, 7146.85, 7063.43, 7130.23
10/11/21, 7095.55, 7146.85, 7085.85, 7146.85
10/08/21, 7078.04, 7109.34, 7070.53, 7095.55
10/07/21, 6995.87, 7094.93, 6995.87, 7078.04
10/06/21, 7077.10, 7077.10, 6945.50, 6995.87
10/05/21, 7011.01, 7084.52, 7011.01, 7077.10
10/04/21, 7027.07, 7072.48, 7002.72, 7011.01
10/01/21, 7086.42, 7086.42, 6989.64, 7027.07
09/30/21, 7108.16, 7159.61, 7072.57, 7086.42
09/29/21, 7028.10, 7117.52, 7026.85, 7108.16
09/28/21, 7063.40, 7071.36, 7015.58, 7028.10
09/27/21, 7051.48, 7122.09, 7043.21, 7063.40
09/24/21, 7078.35, 7080.23, 7041.34, 7051.48
09/23/21, 7083.37, 7131.43, 7070.68, 7078.35
09/22/21, 6980.98, 7090.48, 6980.98, 7083.37
09/21/21, 6903.91, 7004.88, 6903.91, 6980.98
09/20/21, 6963.64, 6963.64, 6828.28, 6903.91
09/17/21, 7027.48, 7092.69, 6941.69, 6963.64
09/16/21, 7016.49, 7058.99, 7016.32, 7027.48
09/15/21, 7034.06, 7047.27, 7016.49, 7016.49
09/14/21, 7068.43, 7068.45, 7020.10, 7034.06
09/13/21, 7029.20, 7090.81, 7029.20, 7068.43
09/10/21, 7024.21, 7055.22, 7014.42, 7029.20
09/09/21, 7095.53, 7095.53, 6998.62, 7024.21
09/08/21, 7149.37, 7149.37, 7061.13, 7095.53
09/07/21, 7187.18, 7187.18, 7147.94, 7149.37
09/06/21, 7138.35, 7195.62, 7138.35, 7187.18
09/03/21, 7163.90, 7182.23, 7123.87, 7138.35
09/02/21, 7149.84, 7168.78, 7129.71, 7163.90
09/01/21, 7119.70, 7187.34, 7119.70, 7149.84
08/31/21, 7148.01, 7160.49, 7092.03, 7119.70
08/27/21, 7124.98, 7157.60, 7108.53, 7148.01
08/26/21, 7150.12, 7150.12, 7095.43, 7124.98
08/25/21, 7125.78, 7151.75, 7121.29, 7150.12
08/24/21, 7109.02, 7129.66, 7076.06, 7125.78
08/23/21, 7087.90, 7147.80, 7087.90, 7109.02
08/20/21, 7058.86, 7095.61, 7032.45, 7087.90
08/19/21, 7169.32, 7169.32, 6993.06, 7058.86
08/18/21, 7181.11, 7198.79, 7143.55, 7169.32
08/17/21, 7153.98, 7188.55, 7118.67, 7181.11
08/16/21, 7218.71, 7218.71, 7117.78, 7153.98
08/13/21, 7193.23, 7224.46, 7193.13, 7218.71
08/12/21, 7220.14, 7220.70, 7182.92, 7193.23
08/11/21, 7161.04, 7220.14, 7157.74, 7220.14
08/10/21, 7132.30, 7166.67, 7115.87, 7161.04
08/09/21, 7122.95, 7138.80, 7089.74, 7132.30
08/06/21, 7120.43, 7135.39, 7103.71, 7122.95
08/05/21, 7123.86, 7130.35, 7099.03, 7120.43
08/04/21, 7105.72, 7142.54, 7105.72, 7123.86
08/03/21, 7081.72, 7119.19, 7074.32, 7105.72
08/02/21, 7032.30, 7111.66, 7032.30, 7081.72
07/30/21, 7078.42, 7078.42, 6996.93, 7032.30
07/29/21, 7016.63, 7093.93, 7008.65, 7078.42
07/28/21, 6996.08, 7023.35, 6974.80, 7016.63
07/27/21, 7025.43, 7028.37, 6929.64, 6996.08
07/26/21, 7027.58, 7038.65, 6980.67, 7025.43
07/23/21, 6968.30, 7033.27, 6968.30, 7027.58
07/22/21, 6998.28, 7018.95, 6956.24, 6968.30
07/21/21, 6881.13, 7007.75, 6881.13, 6998.28
07/20/21, 6844.39, 6929.89, 6827.26, 6881.13
07/19/21, 7008.09, 7008.09, 6813.03, 6844.39
07/16/21, 7012.02, 7056.73, 6978.06, 7008.09
07/15/21, 7091.19, 7111.77, 7005.02, 7012.02
07/14/21, 7124.72, 7124.72, 7073.59, 7091.19
07/13/21, 7125.42, 7152.44, 7116.26, 7124.72
07/12/21, 7121.88, 7134.87, 7066.20, 7125.42
07/09/21, 7030.66, 7121.88, 7030.22, 7121.88
07/08/21, 7151.02, 7151.02, 6981.57, 7030.66
07/07/21, 7100.88, 7153.68, 7100.88, 7151.02
07/06/21, 7164.91, 7170.60, 7075.73, 7100.88
07/05/21, 7123.27, 7168.03, 7111.51, 7164.91
07/02/21, 7125.16, 7162.16, 7110.30, 7123.27
07/01/21, 7037.47, 7134.21, 7037.47, 7125.16
06/30/21, 7087.55, 7100.71, 7010.57, 7037.47
06/29/21, 7072.97, 7120.77, 7071.86, 7087.55
06/28/21, 7136.07, 7136.22, 7071.95, 7072.97
06/25/21, 7109.97, 7139.08, 7109.79, 7136.07
06/24/21, 7074.06, 7119.41, 7070.90, 7109.97
06/23/21, 7090.01, 7129.40, 7074.06, 7074.06
06/22/21, 7062.29, 7098.67, 7061.13, 7090.01
06/21/21, 7017.47, 7065.05, 6948.63, 7062.29
06/18/21, 7153.43, 7154.63, 7008.74, 7017.47
06/17/21, 7184.95, 7184.95, 7132.96, 7153.43
06/16/21, 7172.48, 7217.54, 7169.21, 7184.95
06/15/21, 7146.68, 7189.63, 7142.71, 7172.48
06/14/21, 7134.06, 7188.26, 7131.79, 7146.68
06/11/21, 7088.18, 7140.70, 7088.18, 7134.06
06/10/21, 7081.01, 7117.74, 7080.02, 7088.18
06/09/21, 7095.09, 7095.72, 7046.02, 7081.01
06/08/21, 7077.22, 7120.73, 7074.94, 7095.09
06/07/21, 7069.04, 7098.31, 7042.19, 7077.22
06/04/21, 7064.35, 7071.81, 7039.74, 7069.04
06/03/21, 7108.00, 7108.04, 7013.85, 7064.35
06/02/21, 7080.46, 7122.54, 7074.06, 7108.00
06/01/21, 7022.61, 7118.03, 7022.61, 7080.46
05/28/21, 7019.67, 7054.91, 7019.58, 7022.61
05/27/21, 7026.93, 7044.01, 7008.53, 7019.67
05/26/21, 7029.79, 7050.88, 6998.19, 7026.93
05/25/21, 7051.59, 7067.60, 7029.79, 7029.79
05/24/21, 7018.05, 7054.63, 7013.51, 7051.59
05/21/21, 7019.79, 7028.17, 6973.31, 7018.05
05/20/21, 6950.20, 7019.79, 6926.85, 7019.79
05/19/21, 7034.24, 7034.24, 6897.06, 6950.20
05/18/21, 7032.85, 7102.57, 7030.37, 7034.24
05/17/21, 7043.61, 7066.76, 6989.11, 7032.85
05/14/21, 6963.33, 7048.67, 6963.33, 7043.61
05/13/21, 7004.63, 7004.63, 6823.60, 6963.33
05/12/21, 6947.99, 7028.10, 6945.33, 7004.63
05/11/21, 7123.68, 7123.68, 6912.36, 6947.99
05/10/21, 7129.71, 7164.18, 7104.40, 7123.68
05/07/21, 7076.17, 7143.46, 7076.17, 7129.71
05/06/21, 7039.30, 7076.17, 7026.75, 7076.17
05/05/21, 6923.17, 7047.75, 6923.17, 7039.30
05/04/21, 6969.81, 7034.26, 6912.28, 6923.17
04/30/21, 6961.48, 7009.47, 6946.04, 6969.81
04/29/21, 6963.67, 7019.76, 6953.87, 6961.48
04/28/21, 6944.97, 6986.70, 6944.06, 6963.67
04/27/21, 6963.12, 6975.07, 6929.77, 6944.97
04/26/21, 6938.56, 6971.52, 6913.39, 6963.12
04/23/21, 6938.24, 6938.56, 6891.75, 6938.56
04/22/21, 6895.29, 6941.11, 6889.32, 6938.24
04/21/21, 6859.87, 6914.88, 6859.61, 6895.29
04/20/21, 7000.08, 7001.27, 6857.07, 6859.87
04/19/21, 7019.53, 7040.26, 6979.23, 7000.08
04/16/21, 6983.50, 7037.65, 6983.50, 7019.53
04/15/21, 6939.58, 6994.90, 6939.26, 6983.50
04/14/21, 6890.49, 6942.33, 6880.67, 6939.58
04/13/21, 6889.12, 6895.13, 6859.72, 6890.49
04/12/21, 6915.75, 6916.08, 6853.75, 6889.12
04/09/21, 6942.22, 6949.56, 6906.37, 6915.75
04/08/21, 6885.32, 6942.22, 6884.79, 6942.22
04/07/21, 6823.55, 6898.38, 6823.55, 6885.32
04/06/21, 6737.30, 6843.73, 6737.30, 6823.55
04/05/21, 6713.63, 6766.52, 6713.63, 6737.30
04/02/21, 6713.63, 6766.52, 6713.63, 6737.30
04/01/21, 6713.63, 6766.52, 6713.63, 6737.30
03/31/21, 6772.12, 6775.67, 6713.63, 6713.63
03/30/21, 6736.17, 6792.23, 6729.46, 6772.12
03/29/21, 6740.59, 6758.78, 6705.42, 6736.17
03/26/21, 6674.83, 6742.14, 6674.83, 6740.59
03/25/21, 6712.89, 6729.92, 6618.61, 6674.83
03/24/21, 6699.19, 6722.61, 6649.37, 6712.89
03/23/21, 6726.10, 6726.10, 6664.76, 6699.19
03/22/21, 6708.71, 6732.67, 6650.96, 6726.10
03/19/21, 6779.68, 6779.68, 6664.56, 6708.71
03/18/21, 6762.67, 6791.76, 6740.53, 6779.68
03/17/21, 6803.61, 6805.73, 6753.82, 6762.67
03/16/21, 6749.70, 6812.78, 6749.64, 6803.61
03/15/21, 6761.47, 6804.91, 6723.67, 6749.70
03/12/21, 6736.96, 6766.44, 6709.00, 6761.47
03/11/21, 6725.60, 6755.32, 6699.34, 6736.96
03/10/21, 6730.34, 6740.77, 6677.02, 6725.60
03/09/21, 6719.13, 6786.80, 6689.90, 6730.34
03/08/21, 6630.52, 6726.40, 6612.74, 6719.13
03/05/21, 6650.88, 6710.80, 6560.79, 6630.52
03/04/21, 6675.47, 6675.47, 6581.19, 6650.88
03/03/21, 6613.75, 6705.30, 6613.75, 6675.47
03/02/21, 6588.53, 6660.82, 6560.91, 6613.75
03/01/21, 6483.43, 6612.74, 6483.43, 6588.53
02/26/21, 6651.96, 6651.96, 6465.57, 6483.43
02/25/21, 6658.97, 6702.88, 6644.68, 6651.96
02/24/21, 6625.94, 6669.86, 6572.28, 6658.97
02/23/21, 6612.24, 6675.42, 6555.88, 6625.94
02/22/21, 6624.02, 6624.71, 6545.93, 6612.24
02/19/21, 6617.15, 6646.16, 6600.59, 6624.02
02/18/21, 6710.90, 6721.76, 6591.43, 6617.15
02/17/21, 6748.86, 6760.29, 6701.59, 6710.90
02/16/21, 6756.11, 6799.92, 6736.85, 6748.86
02/15/21, 6589.79, 6775.37, 6589.79, 6756.11
02/12/21, 6528.72, 6589.79, 6485.13, 6589.79
02/11/21, 6524.36, 6554.15, 6514.92, 6528.72
02/10/21, 6531.56, 6577.00, 6481.02, 6524.36
02/09/21, 6523.53, 6540.97, 6501.02, 6531.56
02/08/21, 6489.33, 6567.70, 6489.33, 6523.53
02/05/21, 6503.72, 6518.65, 6457.60, 6489.33
02/04/21, 6507.82, 6553.37, 6478.15, 6503.72
02/03/21, 6516.65, 6573.10, 6489.51, 6507.82
02/02/21, 6466.42, 6523.51, 6466.42, 6516.65
02/01/21, 6407.46, 6495.56, 6407.46, 6466.42
01/29/21, 6526.15, 6526.15, 6397.24, 6407.46
01/28/21, 6567.37, 6567.37, 6439.55, 6526.15
01/27/21, 6654.01, 6661.31, 6505.84, 6567.37
01/26/21, 6638.85, 6702.35, 6636.34, 6654.01
01/25/21, 6695.07, 6714.61, 6610.26, 6638.85
01/22/21, 6715.42, 6715.66, 6651.71, 6695.07
01/21/21, 6740.39, 6776.92, 6715.42, 6715.42
01/20/21, 6712.95, 6751.81, 6697.46, 6740.39
01/19/21, 6720.65, 6770.66, 6697.67, 6712.95
01/18/21, 6735.71, 6741.47, 6709.33, 6720.65
01/15/21, 6801.96, 6802.05, 6676.55, 6735.71
01/14/21, 6745.52, 6801.96, 6736.78, 6801.96
01/13/21, 6754.11, 6772.57, 6736.01, 6745.52
01/12/21, 6798.48, 6816.65, 6738.21, 6754.11
01/11/21, 6873.26, 6873.26, 6768.72, 6798.48
01/08/21, 6856.96, 6886.34, 6836.08, 6873.26
01/07/21, 6841.86, 6903.61, 6795.11, 6856.96
01/06/21, 6612.25, 6859.14, 6611.87, 6841.86
01/05/21, 6571.88, 6622.77, 6544.25, 6612.25
01/04/21, 6460.52, 6662.66, 6460.52, 6571.88
12/31/20, 6555.82, 6555.82, 6439.41, 6460.52
12/30/20, 6602.65, 6622.98, 6552.46, 6555.82
12/29/20, 6502.11, 6676.60, 6502.11, 6602.65
12/24/20, 6495.75, 6530.28, 6479.59, 6502.11
12/23/20, 6453.16, 6497.28, 6431.21, 6495.75
12/22/20, 6416.32, 6457.47, 6382.61, 6453.16
12/21/20, 6529.18, 6529.18, 6315.34, 6416.32
12/18/20, 6551.06, 6604.54, 6518.25, 6529.18
12/17/20, 6570.91, 6601.63, 6551.06, 6551.06
12/16/20, 6513.32, 6598.42, 6513.32, 6570.91
12/15/20, 6531.83, 6558.24, 6484.04, 6513.32
12/14/20, 6546.75, 6583.70, 6524.70, 6531.83
12/11/20, 6599.76, 6607.44, 6520.54, 6546.75
12/10/20, 6564.29, 6640.74, 6561.11, 6599.76
12/09/20, 6558.82, 6623.03, 6558.82, 6564.29
12/08/20, 6555.39, 6567.59, 6518.37, 6558.82
12/07/20, 6550.23, 6601.11, 6519.82, 6555.39
12/04/20, 6490.27, 6559.18, 6489.75, 6550.23
12/03/20, 6463.39, 6491.49, 6430.27, 6490.27
12/02/20, 6384.73, 6468.64, 6367.51, 6463.39
12/01/20, 6266.19, 6400.24, 6263.60, 6384.73
11/30/20, 6367.58, 6404.02, 6266.19, 6266.19
11/27/20, 6362.93, 6375.91, 6302.22, 6367.58
11/26/20, 6391.09, 6412.65, 6349.53, 6362.93
11/25/20, 6432.17, 6468.73, 6375.25, 6391.09
11/24/20, 6333.84, 6432.42, 6333.72, 6432.17
11/23/20, 6351.45, 6392.08, 6325.24, 6333.84
11/20/20, 6334.35, 6386.70, 6324.60, 6351.45
11/19/20, 6385.24, 6385.24, 6314.26, 6334.35
11/18/20, 6365.33, 6395.91, 6326.74, 6385.24
11/17/20, 6421.29, 6424.53, 6308.99, 6365.33
11/16/20, 6316.39, 6463.51, 6316.39, 6421.29
11/13/20, 6338.94, 6338.97, 6280.40, 6316.39
11/12/20, 6382.10, 6382.10, 6295.79, 6338.94
11/11/20, 6296.85, 6397.28, 6293.21, 6382.10
11/10/20, 6186.29, 6307.00, 6180.47, 6296.85
11/09/20, 5910.02, 6258.31, 5910.02, 6186.29
11/06/20, 5906.18, 5950.22, 5858.48, 5910.02
11/05/20, 5883.26, 5933.05, 5881.87, 5906.18
11/04/20, 5786.77, 5885.67, 5711.21, 5883.26
11/03/20, 5654.97, 5787.61, 5654.97, 5786.77
11/02/20, 5577.27, 5665.30, 5554.73, 5654.97
10/30/20, 5581.75, 5593.40, 5534.08, 5577.27
10/29/20, 5582.80, 5616.58, 5534.66, 5581.75
10/28/20, 5728.99, 5728.99, 5525.52, 5582.80
10/27/20, 5792.01, 5806.23, 5728.18, 5728.99
10/26/20, 5860.28, 5868.36, 5782.37, 5792.01
10/23/20, 5785.65, 5885.38, 5781.78, 5860.28
10/22/20, 5776.50, 5796.44, 5716.40, 5785.65
10/21/20, 5889.22, 5903.38, 5769.62, 5776.50
10/20/20, 5884.65, 5915.47, 5861.81, 5889.22
10/19/20, 5919.58, 5959.67, 5871.95, 5884.65
10/16/20, 5832.52, 5933.81, 5832.52, 5919.58
10/15/20, 5935.06, 5935.06, 5786.20, 5832.52
10/14/20, 5969.71, 6009.81, 5926.49, 5935.06
10/13/20, 6001.38, 6008.04, 5949.97, 5969.71
10/12/20, 6016.65, 6037.08, 5995.11, 6001.38
10/09/20, 5978.03, 6040.47, 5978.03, 6016.65
10/08/20, 5946.25, 6004.15, 5929.41, 5978.03
10/07/20, 5949.94, 5977.15, 5929.16, 5946.25
10/06/20, 5942.94, 5971.48, 5903.40, 5949.94
10/05/20, 5902.12, 5974.22, 5902.12, 5942.94
10/02/20, 5879.45, 5902.12, 5809.61, 5902.12
10/01/20, 5866.10, 5925.77, 5849.82, 5879.45
09/30/20, 5897.50, 5931.37, 5854.46, 5866.10
09/29/20, 5927.93, 5927.93, 5862.93, 5897.50
09/28/20, 5842.67, 5954.42, 5842.67, 5927.93
09/25/20, 5822.78, 5843.72, 5771.49, 5842.67
09/24/20, 5899.26, 5899.26, 5805.28, 5822.78
09/23/20, 5829.46, 5974.88, 5829.46, 5899.26
09/22/20, 5804.29, 5871.28, 5794.54, 5829.46
09/21/20, 6007.05, 6007.05, 5779.24, 5804.29
09/18/20, 6049.92, 6055.24, 6006.28, 6007.05
09/17/20, 6078.48, 6078.48, 5998.69, 6049.92
09/16/20, 6105.54, 6119.24, 6057.63, 6078.48
09/15/20, 6026.25, 6123.69, 6026.17, 6105.54
09/14/20, 6032.09, 6080.02, 6011.83, 6026.25
09/11/20, 6003.32, 6057.69, 5992.93, 6032.09
09/10/20, 6012.84, 6028.76, 5950.62, 6003.32
09/09/20, 5930.30, 6031.25, 5923.43, 6012.84
09/08/20, 5937.40, 5985.26, 5868.87, 5930.30
09/07/20, 5799.08, 5946.93, 5798.47, 5937.40
09/04/20, 5850.86, 5904.16, 5778.40, 5799.08
09/03/20, 5940.95, 5996.24, 5838.02, 5850.86
09/02/20, 5862.05, 5974.70, 5862.05, 5940.95
09/01/20, 5963.57, 5972.52, 5824.04, 5862.05
08/28/20, 5999.99, 6033.04, 5962.46, 5963.57
08/27/20, 6045.60, 6062.52, 5999.99, 5999.99
08/26/20, 6037.01, 6050.81, 5992.22, 6045.60
